DATAFLOW,LAST UPDATE,freq,vehicle,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2007,290445,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2008,294040,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2009,299270,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2010,304100,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2011,308630,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2012,363100,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2013,396000,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2014,438581,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2015,479874,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2016,522663,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2017,574623,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2018,563276,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2019,570247,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH1,2020,539867,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2000,298121,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2001,303816,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2002,310168,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2003,317932,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2004,323397,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2005,328145,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2006,333631,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2007,338341,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2008,342470,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2009,346860,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2010,351250,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2011,362710,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2012,438000,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2013,458800,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2014,491902,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2015,533485,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2016,577424,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2017,640514,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2018,730967,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2019,791582,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH2,2020,819553,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2000,2922965,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2001,2978904,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2002,3028714,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2003,3083578,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2004,3124034,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2005,3170686,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2006,3226654,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2007,3263934,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2008,3302550,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2009,3326160,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2010,3354470,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2011,3387660,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2012,3382900,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2013,3375600,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2014,3392024,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2015,3421684,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2016,3476310,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2017,3529673,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2018,3581039,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2019,3621253,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH3,2020,3638746,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2000,771132,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2001,784271,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2002,794019,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2003,806938,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2004,812633,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2005,821929,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2006,832032,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2007,840128,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2008,847870,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2009,852600,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2010,858310,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2011,865600,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2012,864700,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2013,861500,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2014,863066,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2015,867673,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2016,877294,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2017,889744,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2018,899994,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2019,907472,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH4,2020,910236,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2000,2760494,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2001,2805573,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2002,2844884,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2003,2889514,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2004,2915579,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2005,2961389,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2006,3004625,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2007,3032156,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2011,3158870,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2012,3163200,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2013,3158300,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2014,3170809,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2015,3189426,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2016,3226066,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2017,3269452,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2018,3306375,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2019,3345612,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITH5,2020,3359307,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2000,7579518,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2001,7818814,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2002,7958543,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2003,8139605,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2004,8089396,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2005,8273289,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2006,8461666,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2007,8581182,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2011,8945460,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2012,8803400,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2013,8705700,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2014,8675516,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2015,8695923,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2016,8794763,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2017,8889725,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2018,8959750,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2019,9081482,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI,2020,9118931,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2000,2377677,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2001,2426357,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2002,2467746,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2003,2517692,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2004,2533421,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2005,2574587,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2006,2619918,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2007,2647600,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2008,2668040,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2009,2701360,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2010,2736030,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2011,2759500,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2012,2715800,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2013,2696600,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2014,2709609,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2015,2736801,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2016,2795402,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2017,2847142,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2018,2892260,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2019,2943965,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI1,2020,2966900,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2000,587016,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2001,599542,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2002,610907,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2003,623551,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2004,632106,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2005,645556,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2006,658010,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2007,665806,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2008,674750,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2009,680810,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2010,688650,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2011,695480,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2012,696500,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2013,693300,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2014,694295,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2015,697060,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2016,704630,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2017,714066,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2018,722405,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2019,728816,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI2,2020,732153,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2000,990536,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2001,1013219,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2002,1032028,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2003,1050699,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2004,1069519,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2005,1088662,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2006,1107881,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2007,1120483,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2011,1145510,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2012,1142800,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2013,1136400,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2014,1135997,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2015,1138483,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2016,1148416,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2017,1161379,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2018,1173132,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2019,1183635,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI3,2020,1188258,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2000,3624289,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2001,3779696,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2002,3847862,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2003,3947663,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2004,3854350,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2005,3964484,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2006,4075857,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2007,4147301,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2008,4234750,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2009,4249110,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2010,4278270,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2011,4344970,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2012,4248300,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2013,4179300,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2014,4135615,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2015,4123579,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2016,4146315,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2017,4167138,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2018,4171953,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2019,4225066,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,ITI4,2020,4231620,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2000,24362,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2001,26408,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2002,26400,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2003,27300,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2004,27300,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2005,27452,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2006,27400,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2007,27600,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2008,28900,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2009,29300,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2010,30400,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2011,30900,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2012,31800,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2013,31800,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2014,32331,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2015,32750,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2016,33347,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2017,33801,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2018,34193,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2019,34599,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI,2020,34819,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2000,24362,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2001,26408,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2002,26400,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2003,27300,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2004,27300,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2005,27452,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2006,27400,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2007,27600,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2008,28900,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2009,29300,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2010,30400,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2011,30900,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2012,31800,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2013,31800,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2014,32331,
ESTAT:TRAN_R_VEHST(1.0),19/07/22 23:00:00,A,TOT_X_TM,NR,LI0,2015,32750,
